date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:46:39	11169/11169	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ba1-62f7e3dc8bfbc%22	https://html.awaikenthemes.com/inclub/images/icon-experience-3.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-experience-3.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:40	6517/6517	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221975-62f7e3dc8f284%22	https://html.awaikenthemes.com/inclub/images/icon-experience-4.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/icon-experience-4.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:42	560/560	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22230-62f7e3dc8bfbc%22	https://html.awaikenthemes.com/inclub/images/arrow-white.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/arrow-white.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:42	144831/144831	---M--	200	added ('OK')	image/jpeg	etag:%22235bf-62f7e3dc7f0b3%22	https://html.awaikenthemes.com/inclub/images/team-1.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/team-1.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:43	157751/157751	---M--	200	added ('OK')	image/jpeg	etag:%2226837-62f7e3dc91d7c%22	https://html.awaikenthemes.com/inclub/images/team-2.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/team-2.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:44	158943/158943	---M--	200	added ('OK')	image/jpeg	etag:%2226cdf-62f7e3dc8bbd4%22	https://html.awaikenthemes.com/inclub/images/team-3.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/team-3.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:45	15810/15810	---M--	200	added ('OK')	image/jpeg	etag:%223dc2-62f7e3dc91d7c%22	https://html.awaikenthemes.com/inclub/images/author-1.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/author-1.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:45	154921/154921	---M--	200	added ('OK')	image/jpeg	etag:%2225d29-62f7e3dc85644%22	https://html.awaikenthemes.com/inclub/images/team-4.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/team-4.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:46	14970/14970	---M--	200	added ('OK')	image/jpeg	etag:%223a7a-62f7e3dc8f284%22	https://html.awaikenthemes.com/inclub/images/author-2.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/author-2.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:53	142476/142476	---M--	200	added ('OK')	image/jpeg	etag:%2222c8c-62f7e3dc91d7c%22	https://html.awaikenthemes.com/inclub/images/post-2.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/post-2.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:54	3619/3619	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e23-62f7e3dc7eccb%22	https://html.awaikenthemes.com/inclub/images/footer-logo.svg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/footer-logo.svg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:55	124784/124784	---M--	200	added ('OK')	image/jpeg	etag:%221e770-62f7e3dc8fa54%22	https://html.awaikenthemes.com/inclub/images/post-3.jpg	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/images/post-3.jpg	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:56	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22155ec-62f7e3dc7d173%22	https://html.awaikenthemes.com/inclub/js/jquery-3.7.1.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/jquery-3.7.1.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:57	60593/60593	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ecb1-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/bootstrap.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/bootstrap.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:58	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e31-62f7e3dc7cd8b%22	https://html.awaikenthemes.com/inclub/js/validator.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/validator.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:46:59	21205/21205	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252d5-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/jquery.slicknav.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/jquery.slicknav.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:00	148437/148437	---MCZ	200	added ('OK')	application/javascript	etag:W/%22243d5-62f7e3dc7cd8b%22	https://html.awaikenthemes.com/inclub/js/swiper-bundle.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/swiper-bundle.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:01	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%222344-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/jquery.waypoints.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/jquery.waypoints.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:02	1057/1057	---MCZ	200	added ('OK')	application/javascript	etag:W/%22421-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/jquery.counterup.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/jquery.counterup.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:03	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-62f7e3dc7d173%22	https://html.awaikenthemes.com/inclub/js/jquery.magnific-popup.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/jquery.magnific-popup.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:04	23380/23380	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b54-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/SmoothScroll.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/SmoothScroll.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:05	2088/2088	---MCZ	200	added ('OK')	application/javascript	etag:W/%22828-62f7e3dc7d173%22	https://html.awaikenthemes.com/inclub/js/parallaxie.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/parallaxie.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:06	63403/63403	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f7ab-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/gsap.min.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/gsap.min.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:07	3720/3720	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e88-62f7e3dc7cd8b%22	https://html.awaikenthemes.com/inclub/js/magiccursor.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/magiccursor.js	(from https://html.awaikenthemes.com/inclub/index.html)
16:47:08	15524/15524	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ca4-62f7e3dc7c9a3%22	https://html.awaikenthemes.com/inclub/js/SplitText.js	/Users/gadgetvilla/websites/imperialcade_event/html.awaikenthemes.com/inclub/js/SplitText.js	(from https://html.awaikenthemes.com/inclub/index.html)
